time_sec,pressure_upstream,pressure_downstream,valve_command,system_state,leak_severity,stiction_factor
0.152,1490.52,98.19,0.0,VALVE_FAULT,0.3,0.5
0.153,1488.63,98.55,0.0,VALVE_FAULT,0.3,0.5
0.154,1490.48,101.32,0.0,VALVE_FAULT,0.3,0.5
0.155,1490.95,99.77,0.0,VALVE_FAULT,0.3,0.5
0.156,1491.67,99.9,0.0,VALVE_FAULT,0.3,0.5
0.157,1491.99,100.66,0.0,VALVE_FAULT,0.3,0.5
0.158,1491.64,100.54,0.0,VALVE_FAULT,0.3,0.5
0.159,1493.25,99.79,0.0,VALVE_FAULT,0.3,0.5
0.16,1492.39,99.42,0.0,VALVE_FAULT,0.3,0.5
0.161,1488.81,100.65,0.0,VALVE_FAULT,0.3,0.5
0.162,1494.09,99.35,0.0,VALVE_FAULT,0.3,0.5
0.163,1491.39,98.4,0.0,VALVE_FAULT,0.3,0.5
0.164,1493.77,96.09,0.0,VALVE_FAULT,0.3,0.5
0.165,1492.1,99.18,0.0,VALVE_FAULT,0.3,0.5
0.166,1492.56,100.0,0.0,VALVE_FAULT,0.3,0.5
0.167,1492.7,97.41,0.0,VALVE_FAULT,0.3,0.5
0.168,1488.13,103.62,0.0,VALVE_FAULT,0.3,0.5
0.169,1490.18,102.75,0.0,VALVE_FAULT,0.3,0.5
0.17,1490.56,100.1,0.0,VALVE_FAULT,0.3,0.5
0.171,1496.21,100.27,0.0,VALVE_FAULT,0.3,0.5
0.172,1500.87,97.66,0.0,VALVE_FAULT,0.3,0.5
0.173,1488.65,102.74,0.0,VALVE_FAULT,0.3,0.5
0.174,1493.47,99.18,0.0,VALVE_FAULT,0.3,0.5
0.175,1489.33,102.12,0.0,VALVE_FAULT,0.3,0.5
0.176,1485.91,101.84,0.0,VALVE_FAULT,0.3,0.5
0.177,1495.49,98.42,0.0,VALVE_FAULT,0.3,0.5
0.178,1488.88,100.1,0.0,VALVE_FAULT,0.3,0.5
0.179,1495.59,99.58,0.0,VALVE_FAULT,0.3,0.5
0.18,1491.47,98.24,0.0,VALVE_FAULT,0.3,0.5
0.181,1493.17,99.66,0.0,VALVE_FAULT,0.3,0.5
0.182,1493.45,100.01,0.0,VALVE_FAULT,0.3,0.5
0.183,1498.95,100.27,0.0,VALVE_FAULT,0.3,0.5
0.184,1492.86,100.88,0.0,VALVE_FAULT,0.3,0.5
0.185,1490.69,98.58,0.0,VALVE_FAULT,0.3,0.5
0.186,1494.97,99.86,0.0,VALVE_FAULT,0.3,0.5
0.187,1494.6,99.43,0.0,VALVE_FAULT,0.3,0.5
0.188,1496.36,99.34,0.0,VALVE_FAULT,0.3,0.5
0.189,1496.56,97.96,0.0,VALVE_FAULT,0.3,0.5
0.19,1506.71,98.22,0.0,VALVE_FAULT,0.3,0.5
0.191,1493.79,98.53,0.0,VALVE_FAULT,0.3,0.5
0.192,1494.81,100.14,0.0,VALVE_FAULT,0.3,0.5
0.193,1497.31,99.86,0.0,VALVE_FAULT,0.3,0.5
0.194,1503.17,99.81,0.0,VALVE_FAULT,0.3,0.5
0.195,1506.64,99.68,0.0,VALVE_FAULT,0.3,0.5
0.196,1498.49,99.56,0.0,VALVE_FAULT,0.3,0.5
0.197,1504.11,97.07,0.0,VALVE_FAULT,0.3,0.5
0.198,1494.6,100.47,0.0,VALVE_FAULT,0.3,0.5
0.199,1499.2,101.68,0.0,VALVE_FAULT,0.3,0.5
0.2,1496.65,99.07,0.0,VALVE_FAULT,0.3,0.5
0.201,1504.69,98.67,0.0,VALVE_FAULT,0.3,0.5
0.202,1501.79,100.73,0.0,VALVE_FAULT,0.3,0.5
0.203,1505.04,102.0,0.0,VALVE_FAULT,0.3,0.5
0.204,1495.0,100.21,0.0,VALVE_FAULT,0.3,0.5
0.205,1506.13,102.24,0.0,VALVE_FAULT,0.3,0.5
0.206,1505.55,102.37,0.0,VALVE_FAULT,0.3,0.5
0.207,1503.63,101.06,0.0,VALVE_FAULT,0.3,0.5
0.208,1501.03,99.38,0.0,VALVE_FAULT,0.3,0.5
0.209,1501.19,97.96,0.0,VALVE_FAULT,0.3,0.5
0.21,1506.54,98.37,0.0,VALVE_FAULT,0.3,0.5
0.211,1499.61,99.11,0.0,VALVE_FAULT,0.3,0.5
0.212,1506.15,100.72,0.0,VALVE_FAULT,0.3,0.5
0.213,1504.81,100.74,0.0,VALVE_FAULT,0.3,0.5
0.214,1503.23,98.46,0.0,VALVE_FAULT,0.3,0.5
0.215,1504.05,101.01,0.0,VALVE_FAULT,0.3,0.5
0.216,1511.04,98.78,0.0,VALVE_FAULT,0.3,0.5
0.217,1501.81,98.6,0.0,VALVE_FAULT,0.3,0.5
0.218,1507.2,97.78,0.0,VALVE_FAULT,0.3,0.5
0.219,1502.96,98.1,0.0,VALVE_FAULT,0.3,0.5
0.22,1506.72,101.05,0.0,VALVE_FAULT,0.3,0.5
0.221,1506.33,98.87,0.0,VALVE_FAULT,0.3,0.5
0.222,1503.95,97.05,0.0,VALVE_FAULT,0.3,0.5
0.223,1505.31,98.54,0.0,VALVE_FAULT,0.3,0.5
0.224,1507.62,100.5,0.0,VALVE_FAULT,0.3,0.5
0.225,1507.77,97.47,0.0,VALVE_FAULT,0.3,0.5
0.226,1505.6,98.5,0.0,VALVE_FAULT,0.3,0.5
0.227,1505.19,99.19,0.0,VALVE_FAULT,0.3,0.5
0.228,1505.61,100.57,0.0,VALVE_FAULT,0.3,0.5
0.229,1508.79,98.95,0.0,VALVE_FAULT,0.3,0.5
0.23,1506.32,98.75,0.0,VALVE_FAULT,0.3,0.5
0.231,1509.01,100.01,0.0,VALVE_FAULT,0.3,0.5
0.232,1507.39,103.39,0.0,VALVE_FAULT,0.3,0.5
0.233,1513.93,100.87,0.0,VALVE_FAULT,0.3,0.5
0.234,1510.09,98.9,0.0,VALVE_FAULT,0.3,0.5
0.235,1510.15,99.9,0.0,VALVE_FAULT,0.3,0.5
0.236,1511.92,100.64,0.0,VALVE_FAULT,0.3,0.5
0.237,1509.12,98.87,0.0,VALVE_FAULT,0.3,0.5
0.238,1509.58,99.76,0.0,VALVE_FAULT,0.3,0.5
0.239,1509.27,101.1,0.0,VALVE_FAULT,0.3,0.5
0.24,1506.82,97.41,0.0,VALVE_FAULT,0.3,0.5
0.241,1510.42,100.12,0.0,VALVE_FAULT,0.3,0.5
0.242,1509.46,97.36,0.0,VALVE_FAULT,0.3,0.5
0.243,1512.08,99.96,0.0,VALVE_FAULT,0.3,0.5
0.244,1512.81,98.0,0.0,VALVE_FAULT,0.3,0.5
0.245,1514.44,99.01,0.0,VALVE_FAULT,0.3,0.5
0.246,1509.84,100.83,0.0,VALVE_FAULT,0.3,0.5
0.247,1514.16,100.46,0.0,VALVE_FAULT,0.3,0.5
0.248,1507.6,98.57,0.0,VALVE_FAULT,0.3,0.5
0.249,1511.97,97.35,0.0,VALVE_FAULT,0.3,0.5
0.25,1510.82,100.12,0.0,VALVE_FAULT,0.3,0.5
0.251,1504.93,98.61,0.0,VALVE_FAULT,0.3,0.5
0.252,1518.65,100.42,0.0,VALVE_FAULT,0.3,0.5
0.253,1511.12,99.39,0.0,VALVE_FAULT,0.3,0.5
0.254,1509.69,102.66,0.0,VALVE_FAULT,0.3,0.5
0.255,1509.61,99.48,0.0,VALVE_FAULT,0.3,0.5
0.256,1511.18,99.33,0.0,VALVE_FAULT,0.3,0.5
0.257,1515.82,101.57,0.0,VALVE_FAULT,0.3,0.5
0.258,1510.78,100.21,0.0,VALVE_FAULT,0.3,0.5
0.259,1513.25,99.62,0.0,VALVE_FAULT,0.3,0.5
0.26,1509.33,97.72,0.0,VALVE_FAULT,0.3,0.5
0.261,1516.17,99.75,0.0,VALVE_FAULT,0.3,0.5
0.262,1505.39,99.47,0.0,VALVE_FAULT,0.3,0.5
0.263,1518.06,99.45,0.0,VALVE_FAULT,0.3,0.5
0.264,1509.74,99.65,0.0,VALVE_FAULT,0.3,0.5
0.265,1507.26,101.06,0.0,VALVE_FAULT,0.3,0.5
0.266,1507.95,100.53,0.0,VALVE_FAULT,0.3,0.5
0.267,1509.95,97.65,0.0,VALVE_FAULT,0.3,0.5
0.268,1511.61,98.76,0.0,VALVE_FAULT,0.3,0.5
0.269,1508.08,100.38,0.0,VALVE_FAULT,0.3,0.5
0.27,1507.93,99.75,0.0,VALVE_FAULT,0.3,0.5
0.271,1511.59,100.14,0.0,VALVE_FAULT,0.3,0.5
0.272,1507.01,98.45,0.0,VALVE_FAULT,0.3,0.5
0.273,1512.59,101.87,0.0,VALVE_FAULT,0.3,0.5
0.274,1505.55,100.52,0.0,VALVE_FAULT,0.3,0.5
0.275,1510.36,102.36,0.0,VALVE_FAULT,0.3,0.5
0.276,1507.97,102.4,0.0,VALVE_FAULT,0.3,0.5
0.277,1508.78,99.42,0.0,VALVE_FAULT,0.3,0.5
0.278,1514.95,98.26,0.0,VALVE_FAULT,0.3,0.5
0.279,1502.71,100.62,0.0,VALVE_FAULT,0.3,0.5
0.28,1505.62,101.48,0.0,VALVE_FAULT,0.3,0.5
0.281,1503.76,101.8,0.0,VALVE_FAULT,0.3,0.5
0.282,1507.65,101.13,0.0,VALVE_FAULT,0.3,0.5
0.283,1506.54,101.49,0.0,VALVE_FAULT,0.3,0.5
0.284,1502.05,99.21,0.0,VALVE_FAULT,0.3,0.5
0.285,1501.19,101.14,0.0,VALVE_FAULT,0.3,0.5
0.286,1506.18,99.63,0.0,VALVE_FAULT,0.3,0.5
0.287,1505.43,99.99,0.0,VALVE_FAULT,0.3,0.5
0.288,1498.69,101.78,0.0,VALVE_FAULT,0.3,0.5
0.289,1505.61,100.91,0.0,VALVE_FAULT,0.3,0.5
0.29,1504.48,98.41,0.0,VALVE_FAULT,0.3,0.5
0.291,1503.37,101.94,0.0,VALVE_FAULT,0.3,0.5
0.292,1502.3,100.41,0.0,VALVE_FAULT,0.3,0.5
0.293,1501.28,99.74,0.0,VALVE_FAULT,0.3,0.5
0.294,1499.3,97.74,0.0,VALVE_FAULT,0.3,0.5
0.295,1502.4,99.33,0.0,VALVE_FAULT,0.3,0.5
0.296,1502.86,100.93,0.0,VALVE_FAULT,0.3,0.5
0.297,1493.32,100.05,0.0,VALVE_FAULT,0.3,0.5
0.298,1498.42,99.19,0.0,VALVE_FAULT,0.3,0.5
0.299,1502.97,100.3,0.0,VALVE_FAULT,0.3,0.5
0.3,1502.71,99.82,0.0,VALVE_FAULT,0.3,0.5
0.301,1497.24,102.87,0.0,VALVE_FAULT,0.3,0.5
0.302,1497.5,99.22,0.0,VALVE_FAULT,0.3,0.5
0.303,1497.48,99.92,0.0,VALVE_FAULT,0.3,0.5
0.304,1500.36,99.88,0.0,VALVE_FAULT,0.3,0.5
0.305,1496.58,100.37,0.0,VALVE_FAULT,0.3,0.5
0.306,1496.84,99.69,0.0,VALVE_FAULT,0.3,0.5
0.307,1501.56,100.37,0.0,VALVE_FAULT,0.3,0.5
0.308,1496.12,100.55,0.0,VALVE_FAULT,0.3,0.5
0.309,1495.09,101.68,0.0,VALVE_FAULT,0.3,0.5
0.31,1495.79,95.94,0.0,VALVE_FAULT,0.3,0.5
0.311,1500.12,97.26,0.0,VALVE_FAULT,0.3,0.5
0.312,1494.25,98.07,0.0,VALVE_FAULT,0.3,0.5
0.313,1495.16,100.93,0.0,VALVE_FAULT,0.3,0.5
0.314,1499.03,100.14,0.0,VALVE_FAULT,0.3,0.5
0.315,1493.4,100.72,0.0,VALVE_FAULT,0.3,0.5
0.316,1496.23,100.75,0.0,VALVE_FAULT,0.3,0.5
0.317,1493.8,99.05,0.0,VALVE_FAULT,0.3,0.5
0.318,1492.76,101.46,0.0,VALVE_FAULT,0.3,0.5
0.319,1491.04,100.69,0.0,VALVE_FAULT,0.3,0.5
0.32,1489.75,101.25,0.0,VALVE_FAULT,0.3,0.5
0.321,1495.01,98.8,0.0,VALVE_FAULT,0.3,0.5
0.322,1496.26,98.12,0.0,VALVE_FAULT,0.3,0.5
0.323,1485.27,98.6,0.0,VALVE_FAULT,0.3,0.5
0.324,1498.9,100.14,0.0,VALVE_FAULT,0.3,0.5
0.325,1492.31,97.49,0.0,VALVE_FAULT,0.3,0.5
0.326,1494.15,100.42,0.0,VALVE_FAULT,0.3,0.5
0.327,1492.2,102.51,0.0,VALVE_FAULT,0.3,0.5
0.328,1493.98,100.31,0.0,VALVE_FAULT,0.3,0.5
0.329,1488.24,100.37,0.0,VALVE_FAULT,0.3,0.5
0.33,1490.19,99.68,0.0,VALVE_FAULT,0.3,0.5
0.331,1489.54,99.75,0.0,VALVE_FAULT,0.3,0.5
0.332,1489.09,100.07,0.0,VALVE_FAULT,0.3,0.5
0.333,1491.16,98.7,0.0,VALVE_FAULT,0.3,0.5
0.334,1495.0,98.78,0.0,VALVE_FAULT,0.3,0.5
0.335,1494.83,99.2,0.0,VALVE_FAULT,0.3,0.5
0.336,1491.11,100.15,0.0,VALVE_FAULT,0.3,0.5
0.337,1488.52,97.8,0.0,VALVE_FAULT,0.3,0.5
0.338,1491.51,98.01,0.0,VALVE_FAULT,0.3,0.5
0.339,1490.74,97.69,0.0,VALVE_FAULT,0.3,0.5
0.34,1488.46,98.29,0.0,VALVE_FAULT,0.3,0.5
0.341,1489.58,100.12,0.0,VALVE_FAULT,0.3,0.5
0.342,1490.57,98.52,0.0,VALVE_FAULT,0.3,0.5
0.343,1491.61,100.37,0.0,VALVE_FAULT,0.3,0.5
0.344,1485.83,105.05,0.0,VALVE_FAULT,0.3,0.5
0.345,1488.56,101.32,0.0,VALVE_FAULT,0.3,0.5
0.346,1498.47,102.16,0.0,VALVE_FAULT,0.3,0.5
0.347,1489.38,98.28,0.0,VALVE_FAULT,0.3,0.5
0.348,1490.22,103.18,0.0,VALVE_FAULT,0.3,0.5
0.349,1489.76,102.58,0.0,VALVE_FAULT,0.3,0.5
0.35,1493.06,98.14,0.0,VALVE_FAULT,0.3,0.5
0.351,1487.57,98.15,0.0,VALVE_FAULT,0.3,0.5
0.352,1486.74,100.97,0.0,VALVE_FAULT,0.3,0.5
0.353,1491.65,99.09,0.0,VALVE_FAULT,0.3,0.5
0.354,1490.19,100.89,0.0,VALVE_FAULT,0.3,0.5
0.355,1491.2,100.01,0.0,VALVE_FAULT,0.3,0.5
0.356,1487.84,101.44,0.0,VALVE_FAULT,0.3,0.5
0.357,1494.35,102.15,0.0,VALVE_FAULT,0.3,0.5
0.358,1491.96,100.1,0.0,VALVE_FAULT,0.3,0.5
0.359,1491.23,101.0,0.0,VALVE_FAULT,0.3,0.5
0.36,1493.64,99.14,0.0,VALVE_FAULT,0.3,0.5
0.361,1496.85,100.05,0.0,VALVE_FAULT,0.3,0.5
0.362,1497.16,100.88,0.0,VALVE_FAULT,0.3,0.5
0.363,1487.95,97.82,0.0,VALVE_FAULT,0.3,0.5
0.364,1490.75,99.16,0.0,VALVE_FAULT,0.3,0.5
0.365,1491.39,101.49,0.0,VALVE_FAULT,0.3,0.5
0.366,1491.75,99.83,0.0,VALVE_FAULT,0.3,0.5
0.367,1492.36,95.66,0.0,VALVE_FAULT,0.3,0.5
0.368,1495.0,100.48,0.0,VALVE_FAULT,0.3,0.5
0.369,1489.99,99.98,0.0,VALVE_FAULT,0.3,0.5
0.37,1493.02,99.6,0.0,VALVE_FAULT,0.3,0.5
0.371,1494.27,101.03,0.0,VALVE_FAULT,0.3,0.5
0.372,1492.03,103.64,0.0,VALVE_FAULT,0.3,0.5
0.373,1489.51,100.42,0.0,VALVE_FAULT,0.3,0.5
0.374,1491.94,98.94,0.0,VALVE_FAULT,0.3,0.5
0.375,1501.05,99.46,0.0,VALVE_FAULT,0.3,0.5
0.376,1500.42,100.71,0.0,VALVE_FAULT,0.3,0.5
0.377,1489.93,97.98,0.0,VALVE_FAULT,0.3,0.5
0.378,1493.81,101.58,0.0,VALVE_FAULT,0.3,0.5
0.379,1493.58,98.61,0.0,VALVE_FAULT,0.3,0.5
0.38,1499.77,98.21,0.0,VALVE_FAULT,0.3,0.5
0.381,1493.41,98.89,0.0,VALVE_FAULT,0.3,0.5
0.382,1495.83,100.3,0.0,VALVE_FAULT,0.3,0.5
0.383,1492.57,99.52,0.0,VALVE_FAULT,0.3,0.5
0.384,1496.24,99.23,0.0,VALVE_FAULT,0.3,0.5
0.385,1495.65,100.86,0.0,VALVE_FAULT,0.3,0.5
0.386,1499.6,100.88,0.0,VALVE_FAULT,0.3,0.5
0.387,1494.9,99.22,0.0,VALVE_FAULT,0.3,0.5
0.388,1498.96,99.04,0.0,VALVE_FAULT,0.3,0.5
0.389,1493.07,100.69,0.0,VALVE_FAULT,0.3,0.5
0.39,1494.81,100.95,0.0,VALVE_FAULT,0.3,0.5
0.391,1499.26,101.53,0.0,VALVE_FAULT,0.3,0.5
0.392,1501.43,102.17,0.0,VALVE_FAULT,0.3,0.5
0.393,1500.03,99.22,0.0,VALVE_FAULT,0.3,0.5
0.394,1497.26,100.28,0.0,VALVE_FAULT,0.3,0.5
0.395,1502.59,99.24,0.0,VALVE_FAULT,0.3,0.5
0.396,1501.23,99.98,0.0,VALVE_FAULT,0.3,0.5
