time_sec,pressure_upstream,pressure_downstream,valve_command,system_state,leak_severity,stiction_factor
0.043,1511.48,100.08,0.0,NORMAL,0.0,0.0
0.044,1510.84,99.79,0.0,NORMAL,0.0,0.0
0.045,1509.84,99.88,0.0,NORMAL,0.0,0.0
0.046,1517.1,95.99,0.0,NORMAL,0.0,0.0
0.047,1511.19,101.05,0.0,NORMAL,0.0,0.0
0.048,1512.92,103.52,0.0,NORMAL,0.0,0.0
0.049,1516.71,100.85,0.0,NORMAL,0.0,0.0
0.05,1506.12,97.87,0.0,NORMAL,0.0,0.0
0.051,1506.88,98.51,0.0,NORMAL,0.0,0.0
0.052,1515.21,98.59,0.0,NORMAL,0.0,0.0
0.053,1507.56,102.49,0.0,NORMAL,0.0,0.0
0.054,1510.01,100.75,0.0,NORMAL,0.0,0.0
0.055,1513.08,100.96,0.0,NORMAL,0.0,0.0
0.056,1512.49,100.53,0.0,NORMAL,0.0,0.0
0.057,1515.02,98.33,0.0,NORMAL,0.0,0.0
0.058,1514.17,98.58,0.0,NORMAL,0.0,0.0
0.059,1512.81,101.02,0.0,NORMAL,0.0,0.0
0.06,1507.19,100.13,0.0,NORMAL,0.0,0.0
0.061,1511.79,97.21,0.0,NORMAL,0.0,0.0
0.062,1510.24,101.18,0.0,NORMAL,0.0,0.0
0.063,1505.2,102.13,0.0,NORMAL,0.0,0.0
0.064,1513.3,100.01,0.0,NORMAL,0.0,0.0
0.065,1511.33,99.53,0.0,NORMAL,0.0,0.0
0.066,1508.9,102.05,0.0,NORMAL,0.0,0.0
0.067,1507.91,99.71,0.0,NORMAL,0.0,0.0
0.068,1504.85,99.08,0.0,NORMAL,0.0,0.0
0.069,1508.87,97.69,0.0,NORMAL,0.0,0.0
0.07,1509.5,99.26,0.0,NORMAL,0.0,0.0
0.071,1505.41,102.8,0.0,NORMAL,0.0,0.0
0.072,1511.19,101.75,0.0,NORMAL,0.0,0.0
0.073,1504.21,100.18,0.0,NORMAL,0.0,0.0
0.074,1500.92,99.99,0.0,NORMAL,0.0,0.0
0.075,1510.19,101.48,0.0,NORMAL,0.0,0.0
0.076,1505.64,100.15,0.0,NORMAL,0.0,0.0
0.077,1506.24,98.1,0.0,NORMAL,0.0,0.0
0.078,1503.86,100.22,0.0,NORMAL,0.0,0.0
0.079,1501.31,100.26,0.0,NORMAL,0.0,0.0
0.08,1509.64,100.02,0.0,NORMAL,0.0,0.0
0.081,1503.55,100.39,0.0,NORMAL,0.0,0.0
0.082,1510.34,98.96,0.0,NORMAL,0.0,0.0
0.083,1507.51,100.23,0.0,NORMAL,0.0,0.0
0.084,1503.87,97.6,0.0,NORMAL,0.0,0.0
0.085,1501.28,98.62,0.0,NORMAL,0.0,0.0
0.086,1502.06,99.63,0.0,NORMAL,0.0,0.0
0.087,1500.33,100.9,0.0,NORMAL,0.0,0.0
0.088,1509.94,99.55,0.0,NORMAL,0.0,0.0
0.089,1503.88,100.66,0.0,NORMAL,0.0,0.0
0.09,1506.54,101.53,0.0,NORMAL,0.0,0.0
0.091,1498.99,103.63,0.0,NORMAL,0.0,0.0
0.092,1503.03,99.56,0.0,NORMAL,0.0,0.0
0.093,1505.72,99.03,0.0,NORMAL,0.0,0.0
0.094,1500.87,100.06,0.0,NORMAL,0.0,0.0
0.095,1504.66,100.3,0.0,NORMAL,0.0,0.0
0.096,1498.0,100.82,0.0,NORMAL,0.0,0.0
0.097,1496.85,101.22,0.0,NORMAL,0.0,0.0
0.098,1501.77,99.58,0.0,NORMAL,0.0,0.0
0.099,1499.18,101.09,0.0,NORMAL,0.0,0.0
0.1,1501.93,100.12,0.0,NORMAL,0.0,0.0
0.101,1493.75,101.84,0.0,NORMAL,0.0,0.0
0.102,1501.51,99.58,0.0,NORMAL,0.0,0.0
0.103,1506.85,100.21,0.0,NORMAL,0.0,0.0
0.104,1498.67,100.41,0.0,NORMAL,0.0,0.0
0.105,1498.54,101.7,0.0,NORMAL,0.0,0.0
0.106,1498.66,99.99,0.0,NORMAL,0.0,0.0
0.107,1492.23,98.45,0.0,NORMAL,0.0,0.0
0.108,1498.79,97.46,0.0,NORMAL,0.0,0.0
0.109,1492.39,101.55,0.0,NORMAL,0.0,0.0
0.11,1495.63,100.96,0.0,NORMAL,0.0,0.0
0.111,1500.34,102.49,0.0,NORMAL,0.0,0.0
0.112,1494.11,100.14,0.0,NORMAL,0.0,0.0
0.113,1497.53,100.13,0.0,NORMAL,0.0,0.0
0.114,1498.78,100.27,0.0,NORMAL,0.0,0.0
0.115,1496.3,99.2,0.0,NORMAL,0.0,0.0
0.116,1491.07,98.94,0.0,NORMAL,0.0,0.0
0.117,1493.91,100.66,0.0,NORMAL,0.0,0.0
0.118,1500.52,101.77,0.0,NORMAL,0.0,0.0
0.119,1488.3,100.91,0.0,NORMAL,0.0,0.0
0.12,1493.29,99.28,0.0,NORMAL,0.0,0.0
0.121,1492.21,100.64,0.0,NORMAL,0.0,0.0
0.122,1493.99,100.26,0.0,NORMAL,0.0,0.0
0.123,1495.63,99.15,0.0,NORMAL,0.0,0.0
0.124,1497.98,98.17,0.0,NORMAL,0.0,0.0
0.125,1492.12,98.75,0.0,NORMAL,0.0,0.0
0.126,1495.15,101.79,0.0,NORMAL,0.0,0.0
0.127,1494.0,100.38,0.0,NORMAL,0.0,0.0
0.128,1493.72,99.09,0.0,NORMAL,0.0,0.0
0.129,1490.41,100.11,0.0,NORMAL,0.0,0.0
0.13,1488.92,100.92,0.0,NORMAL,0.0,0.0
0.131,1488.43,99.19,0.0,NORMAL,0.0,0.0
0.132,1489.29,98.85,0.0,NORMAL,0.0,0.0
0.133,1492.36,97.34,0.0,NORMAL,0.0,0.0
0.134,1493.52,101.63,0.0,NORMAL,0.0,0.0
0.135,1492.06,100.88,0.0,NORMAL,0.0,0.0
0.136,1489.3,101.0,0.0,NORMAL,0.0,0.0
0.137,1496.24,100.84,0.0,NORMAL,0.0,0.0
0.138,1495.26,96.96,0.0,NORMAL,0.0,0.0
0.139,1489.53,100.16,0.0,NORMAL,0.0,0.0
0.14,1488.02,100.67,0.0,NORMAL,0.0,0.0
0.141,1490.79,100.11,0.0,NORMAL,0.0,0.0
0.142,1494.12,96.47,0.0,NORMAL,0.0,0.0
0.143,1491.24,99.81,0.0,NORMAL,0.0,0.0
0.144,1491.85,99.61,0.0,NORMAL,0.0,0.0
0.145,1489.49,101.56,0.0,NORMAL,0.0,0.0
0.146,1491.45,99.84,0.0,NORMAL,0.0,0.0
0.147,1494.68,99.22,0.0,NORMAL,0.0,0.0
0.148,1489.3,99.22,0.0,NORMAL,0.0,0.0
0.149,1490.43,101.08,0.0,NORMAL,0.0,0.0
0.15,1490.76,101.01,0.0,NORMAL,0.0,0.0
0.151,1490.86,99.68,0.0,NORMAL,0.0,0.0
0.152,1485.78,99.4,0.0,NORMAL,0.0,0.0
0.153,1484.41,96.55,0.0,NORMAL,0.0,0.0
0.154,1487.02,96.94,0.0,NORMAL,0.0,0.0
0.155,1490.63,98.75,0.0,NORMAL,0.0,0.0
0.156,1491.84,99.78,0.0,NORMAL,0.0,0.0
0.157,1488.65,98.81,0.0,NORMAL,0.0,0.0
0.158,1494.45,97.73,0.0,NORMAL,0.0,0.0
0.159,1489.97,99.94,0.0,NORMAL,0.0,0.0
0.16,1490.55,99.97,0.0,NORMAL,0.0,0.0
0.161,1490.01,101.96,0.0,NORMAL,0.0,0.0
0.162,1491.1,99.46,0.0,NORMAL,0.0,0.0
0.163,1492.94,99.65,0.0,NORMAL,0.0,0.0
0.164,1492.95,98.92,0.0,NORMAL,0.0,0.0
0.165,1488.39,103.91,0.0,NORMAL,0.0,0.0
0.166,1495.81,100.97,0.0,NORMAL,0.0,0.0
0.167,1488.11,98.76,0.0,NORMAL,0.0,0.0
0.168,1491.79,97.05,0.0,NORMAL,0.0,0.0
0.169,1490.91,98.07,0.0,NORMAL,0.0,0.0
0.17,1488.76,98.62,0.0,NORMAL,0.0,0.0
0.171,1491.87,97.96,0.0,NORMAL,0.0,0.0
0.172,1490.07,99.82,0.0,NORMAL,0.0,0.0
0.173,1492.72,98.47,0.0,NORMAL,0.0,0.0
0.174,1493.92,97.59,0.0,NORMAL,0.0,0.0
0.175,1497.34,100.96,0.0,NORMAL,0.0,0.0
0.176,1494.08,97.69,0.0,NORMAL,0.0,0.0
0.177,1491.55,96.17,0.0,NORMAL,0.0,0.0
0.178,1492.45,101.41,0.0,NORMAL,0.0,0.0
0.179,1494.29,102.69,0.0,NORMAL,0.0,0.0
0.18,1494.4,100.06,0.0,NORMAL,0.0,0.0
0.181,1498.76,101.03,0.0,NORMAL,0.0,0.0
0.182,1498.83,101.01,0.0,NORMAL,0.0,0.0
0.183,1493.83,103.53,0.0,NORMAL,0.0,0.0
0.184,1493.54,98.51,0.0,NORMAL,0.0,0.0
0.185,1487.79,99.32,0.0,NORMAL,0.0,0.0
0.186,1494.1,99.34,0.0,NORMAL,0.0,0.0
0.187,1493.09,100.08,0.0,NORMAL,0.0,0.0
0.188,1495.25,99.69,0.0,NORMAL,0.0,0.0
0.189,1497.79,99.88,0.0,NORMAL,0.0,0.0
0.19,1497.44,100.21,0.0,NORMAL,0.0,0.0
0.191,1497.12,102.97,0.0,NORMAL,0.0,0.0
0.192,1498.11,100.41,0.0,NORMAL,0.0,0.0
0.193,1497.44,101.24,0.0,NORMAL,0.0,0.0
0.194,1498.72,101.0,0.0,NORMAL,0.0,0.0
0.195,1488.74,100.53,0.0,NORMAL,0.0,0.0
0.196,1497.94,99.6,0.0,NORMAL,0.0,0.0
0.197,1498.73,101.21,0.0,NORMAL,0.0,0.0
0.198,1498.35,97.37,0.0,NORMAL,0.0,0.0
0.199,1499.03,102.31,0.0,NORMAL,0.0,0.0
0.2,1502.11,101.0,0.0,NORMAL,0.0,0.0
0.201,1498.52,100.15,0.0,NORMAL,0.0,0.0
0.202,1507.23,99.98,0.0,NORMAL,0.0,0.0
0.203,1503.01,100.33,0.0,NORMAL,0.0,0.0
0.204,1501.23,101.22,0.0,NORMAL,0.0,0.0
0.205,1500.94,100.69,0.0,NORMAL,0.0,0.0
0.206,1501.61,102.05,0.0,NORMAL,0.0,0.0
0.207,1499.44,102.57,0.0,NORMAL,0.0,0.0
0.208,1502.2,101.64,0.0,NORMAL,0.0,0.0
0.209,1503.63,97.76,0.0,NORMAL,0.0,0.0
0.21,1504.83,99.22,0.0,NORMAL,0.0,0.0
0.211,1505.13,101.47,0.0,NORMAL,0.0,0.0
0.212,1502.86,103.2,0.0,NORMAL,0.0,0.0
0.213,1499.72,99.12,0.0,NORMAL,0.0,0.0
0.214,1502.25,100.9,0.0,NORMAL,0.0,0.0
0.215,1509.38,101.84,0.0,NORMAL,0.0,0.0
0.216,1507.51,100.16,0.0,NORMAL,0.0,0.0
0.217,1506.2,98.17,0.0,NORMAL,0.0,0.0
0.218,1503.07,102.93,0.0,NORMAL,0.0,0.0
0.219,1505.63,98.7,0.0,NORMAL,0.0,0.0
0.22,1502.11,98.89,0.0,NORMAL,0.0,0.0
0.221,1504.47,100.4,0.0,NORMAL,0.0,0.0
0.222,1505.64,100.08,0.0,NORMAL,0.0,0.0
0.223,1505.53,98.62,0.0,NORMAL,0.0,0.0
0.224,1509.72,102.51,0.0,NORMAL,0.0,0.0
0.225,1502.81,100.78,0.0,NORMAL,0.0,0.0
0.226,1504.69,101.36,0.0,NORMAL,0.0,0.0
0.227,1503.38,99.94,0.0,NORMAL,0.0,0.0
0.228,1503.99,99.99,0.0,NORMAL,0.0,0.0
0.229,1508.27,101.98,0.0,NORMAL,0.0,0.0
0.23,1503.29,99.22,0.0,NORMAL,0.0,0.0
0.231,1510.53,99.47,0.0,NORMAL,0.0,0.0
0.232,1507.7,100.7,0.0,NORMAL,0.0,0.0
0.233,1508.81,101.36,0.0,NORMAL,0.0,0.0
0.234,1509.73,101.36,0.0,NORMAL,0.0,0.0
0.235,1507.61,98.59,0.0,NORMAL,0.0,0.0
0.236,1512.15,98.37,0.0,NORMAL,0.0,0.0
0.237,1508.59,98.73,0.0,NORMAL,0.0,0.0
0.238,1511.08,101.33,0.0,NORMAL,0.0,0.0
0.239,1508.81,101.32,0.0,NORMAL,0.0,0.0
0.24,1510.38,100.48,0.0,NORMAL,0.0,0.0
0.241,1510.44,100.45,0.0,NORMAL,0.0,0.0
0.242,1510.44,97.52,0.0,NORMAL,0.0,0.0
0.243,1506.84,100.48,0.0,NORMAL,0.0,0.0
0.244,1511.13,97.64,0.0,NORMAL,0.0,0.0
0.245,1508.92,101.24,0.0,NORMAL,0.0,0.0
0.246,1511.81,99.53,0.0,NORMAL,0.0,0.0
0.247,1503.5,100.36,0.0,NORMAL,0.0,0.0
0.248,1505.58,99.68,0.0,NORMAL,0.0,0.0
0.249,1511.09,99.88,0.0,NORMAL,0.0,0.0
0.25,1515.59,98.33,0.0,NORMAL,0.0,0.0
0.251,1512.5,99.75,0.0,NORMAL,0.0,0.0
0.252,1507.93,99.91,0.0,NORMAL,0.0,0.0
0.253,1504.88,100.31,0.0,NORMAL,0.0,0.0
0.254,1512.15,100.82,0.0,NORMAL,0.0,0.0
0.255,1509.64,100.72,0.0,NORMAL,0.0,0.0
0.256,1511.59,100.4,0.0,NORMAL,0.0,0.0
0.257,1510.11,99.02,0.0,NORMAL,0.0,0.0
0.258,1509.77,98.05,0.0,NORMAL,0.0,0.0
0.259,1518.48,98.5,0.0,NORMAL,0.0,0.0
0.26,1509.49,98.77,0.0,NORMAL,0.0,0.0
0.261,1508.93,101.27,0.0,NORMAL,0.0,0.0
0.262,1508.93,101.61,0.0,NORMAL,0.0,0.0
0.263,1507.43,98.81,0.0,NORMAL,0.0,0.0
0.264,1512.02,98.26,0.0,NORMAL,0.0,0.0
0.265,1507.85,97.57,0.0,NORMAL,0.0,0.0
0.266,1510.67,99.06,0.0,NORMAL,0.0,0.0
0.267,1509.46,100.62,0.0,NORMAL,0.0,0.0
0.268,1512.1,98.37,0.0,NORMAL,0.0,0.0
0.269,1509.53,101.78,0.0,NORMAL,0.0,0.0
0.27,1504.45,100.55,0.0,NORMAL,0.0,0.0
0.271,1503.92,101.6,0.0,NORMAL,0.0,0.0
0.272,1511.93,98.81,0.0,NORMAL,0.0,0.0
0.273,1505.67,101.07,0.0,NORMAL,0.0,0.0
0.274,1503.33,98.34,0.0,NORMAL,0.0,0.0
0.275,1505.06,101.04,0.0,NORMAL,0.0,0.0
0.276,1510.64,102.16,0.0,NORMAL,0.0,0.0
0.277,1502.35,102.14,0.0,NORMAL,0.0,0.0
0.278,1503.77,99.2,0.0,NORMAL,0.0,0.0
0.279,1504.13,98.68,0.0,NORMAL,0.0,0.0
0.28,1502.12,99.75,0.0,NORMAL,0.0,0.0
0.281,1502.07,102.36,0.0,NORMAL,0.0,0.0
0.282,1500.8,97.96,0.0,NORMAL,0.0,0.0
0.283,1503.71,97.73,0.0,NORMAL,0.0,0.0
0.284,1503.75,96.93,0.0,NORMAL,0.0,0.0
0.285,1502.49,100.14,0.0,NORMAL,0.0,0.0
0.286,1499.3,97.45,0.0,NORMAL,0.0,0.0
0.287,1507.73,101.79,0.0,NORMAL,0.0,0.0
0.288,1499.69,102.46,0.0,NORMAL,0.0,0.0
0.289,1504.22,99.79,0.0,NORMAL,0.0,0.0
0.29,1499.87,103.59,0.0,NORMAL,0.0,0.0
0.291,1504.79,100.35,0.0,NORMAL,0.0,0.0
0.292,1505.35,99.24,0.0,NORMAL,0.0,0.0
0.293,1499.55,99.22,0.0,NORMAL,0.0,0.0
0.294,1496.1,102.15,0.0,NORMAL,0.0,0.0
0.295,1503.65,101.19,0.0,NORMAL,0.0,0.0
0.296,1506.88,96.95,0.0,NORMAL,0.0,0.0
0.297,1502.19,97.18,0.0,NORMAL,0.0,0.0
0.298,1501.11,97.8,0.0,NORMAL,0.0,0.0
0.299,1502.77,99.11,0.0,NORMAL,0.0,0.0
0.3,1502.3,98.05,0.0,NORMAL,0.0,0.0
0.301,1497.2,98.85,0.0,NORMAL,0.0,0.0
0.302,1497.39,98.77,0.0,NORMAL,0.0,0.0
0.303,1500.89,98.32,0.0,NORMAL,0.0,0.0
0.304,1498.31,103.18,0.0,NORMAL,0.0,0.0
0.305,1502.39,102.13,0.0,NORMAL,0.0,0.0
0.306,1496.01,102.67,0.0,NORMAL,0.0,0.0
0.307,1500.07,102.52,0.0,NORMAL,0.0,0.0
0.308,1498.54,99.89,0.0,NORMAL,0.0,0.0
0.309,1496.83,100.17,0.0,NORMAL,0.0,0.0
0.31,1500.44,98.61,0.0,NORMAL,0.0,0.0
0.311,1498.65,100.22,0.0,NORMAL,0.0,0.0
0.312,1493.3,98.5,0.0,NORMAL,0.0,0.0
0.313,1497.95,97.6,0.0,NORMAL,0.0,0.0
0.314,1499.87,98.85,0.0,NORMAL,0.0,0.0
0.315,1495.07,101.31,0.0,NORMAL,0.0,0.0
0.316,1494.44,100.15,0.0,NORMAL,0.0,0.0
0.317,1492.9,100.9,0.0,NORMAL,0.0,0.0
0.318,1494.6,100.03,0.0,NORMAL,0.0,0.0
0.319,1496.44,98.62,0.0,NORMAL,0.0,0.0
0.32,1491.67,100.78,0.0,NORMAL,0.0,0.0
0.321,1489.83,100.14,0.0,NORMAL,0.0,0.0
0.322,1492.5,101.97,0.0,NORMAL,0.0,0.0
0.323,1489.25,102.03,0.0,NORMAL,0.0,0.0
0.324,1494.72,99.56,0.0,NORMAL,0.0,0.0
0.325,1491.65,100.18,0.0,NORMAL,0.0,0.0
0.326,1487.44,98.66,0.0,NORMAL,0.0,0.0
0.327,1491.45,98.71,0.0,NORMAL,0.0,0.0
0.328,1491.72,99.14,0.0,NORMAL,0.0,0.0
0.329,1493.45,100.74,0.0,NORMAL,0.0,0.0
0.33,1491.47,99.22,0.0,NORMAL,0.0,0.0
0.331,1497.34,102.32,0.0,NORMAL,0.0,0.0
0.332,1490.0,100.71,0.0,NORMAL,0.0,0.0
0.333,1491.21,99.6,0.0,NORMAL,0.0,0.0
0.334,1490.93,101.52,0.0,NORMAL,0.0,0.0
0.335,1490.24,98.9,0.0,NORMAL,0.0,0.0
0.336,1491.38,99.03,0.0,NORMAL,0.0,0.0
0.337,1492.45,102.02,0.0,NORMAL,0.0,0.0
0.338,1494.72,98.04,0.0,NORMAL,0.0,0.0
0.339,1485.88,99.78,0.0,NORMAL,0.0,0.0
0.34,1488.96,99.43,0.0,NORMAL,0.0,0.0
0.341,1489.05,98.9,0.0,NORMAL,0.0,0.0
0.342,1493.13,101.48,0.0,NORMAL,0.0,0.0
0.343,1489.17,101.29,0.0,NORMAL,0.0,0.0
0.344,1484.49,101.02,0.0,NORMAL,0.0,0.0
0.345,1490.39,100.03,0.0,NORMAL,0.0,0.0
0.346,1489.98,100.96,0.0,NORMAL,0.0,0.0
0.347,1490.58,97.0,0.0,NORMAL,0.0,0.0
0.348,1486.9,99.39,0.0,NORMAL,0.0,0.0
0.349,1495.16,100.06,0.0,NORMAL,0.0,0.0
0.35,1489.03,99.12,0.0,NORMAL,0.0,0.0
0.351,1489.44,100.28,0.0,NORMAL,0.0,0.0
0.352,1487.32,103.57,0.0,NORMAL,0.0,0.0
0.353,1487.25,100.17,0.0,NORMAL,0.0,0.0
0.354,1486.41,100.62,0.0,NORMAL,0.0,0.0
0.355,1488.94,100.3,0.0,NORMAL,0.0,0.0
0.356,1487.3,98.2,0.0,NORMAL,0.0,0.0
0.357,1496.41,97.77,0.0,NORMAL,0.0,0.0
0.358,1484.65,97.57,0.0,NORMAL,0.0,0.0
0.359,1487.01,100.42,0.0,NORMAL,0.0,0.0
0.36,1489.29,96.94,0.0,NORMAL,0.0,0.0
0.361,1492.61,100.96,0.0,NORMAL,0.0,0.0
0.362,1489.46,99.7,0.0,NORMAL,0.0,0.0
0.363,1492.85,100.68,0.0,NORMAL,0.0,0.0
0.364,1487.99,98.01,0.0,NORMAL,0.0,0.0
0.365,1491.27,102.33,0.0,NORMAL,0.0,0.0
0.366,1496.47,99.91,0.0,NORMAL,0.0,0.0
0.367,1488.49,97.16,0.0,NORMAL,0.0,0.0
0.368,1492.82,101.85,0.0,NORMAL,0.0,0.0
0.369,1492.35,98.09,0.0,NORMAL,0.0,0.0
0.37,1485.16,98.17,0.0,NORMAL,0.0,0.0
0.371,1490.33,98.2,0.0,NORMAL,0.0,0.0
0.372,1495.69,99.53,0.0,NORMAL,0.0,0.0
0.373,1492.9,100.88,0.0,NORMAL,0.0,0.0
0.374,1489.07,100.84,0.0,NORMAL,0.0,0.0
0.375,1495.0,103.78,0.0,NORMAL,0.0,0.0
0.376,1491.72,99.0,0.0,NORMAL,0.0,0.0
0.377,1494.47,99.31,0.0,NORMAL,0.0,0.0
0.378,1494.76,97.95,0.0,NORMAL,0.0,0.0
0.379,1490.51,98.35,0.0,NORMAL,0.0,0.0
0.38,1496.49,101.68,0.0,NORMAL,0.0,0.0
0.381,1491.36,99.25,0.0,NORMAL,0.0,0.0
0.382,1490.72,100.68,0.0,NORMAL,0.0,0.0
0.383,1492.26,100.05,0.0,NORMAL,0.0,0.0
0.384,1494.14,98.42,0.0,NORMAL,0.0,0.0
0.385,1495.79,98.76,0.0,NORMAL,0.0,0.0
0.386,1493.42,97.19,0.0,NORMAL,0.0,0.0
0.387,1498.26,99.7,0.0,NORMAL,0.0,0.0
0.388,1497.07,100.12,0.0,NORMAL,0.0,0.0
0.389,1494.53,99.54,0.0,NORMAL,0.0,0.0
0.39,1499.58,101.49,0.0,NORMAL,0.0,0.0
0.391,1500.69,98.01,0.0,NORMAL,0.0,0.0
0.392,1497.22,100.07,0.0,NORMAL,0.0,0.0
0.393,1497.17,98.49,0.0,NORMAL,0.0,0.0
0.394,1492.8,100.57,0.0,NORMAL,0.0,0.0
0.395,1497.21,98.65,0.0,NORMAL,0.0,0.0
0.396,1497.87,101.22,0.0,NORMAL,0.0,0.0
0.397,1499.8,100.96,0.0,NORMAL,0.0,0.0
0.398,1498.87,100.5,0.0,NORMAL,0.0,0.0
0.399,1500.42,100.39,0.0,NORMAL,0.0,0.0
0.4,1504.6,100.43,0.0,NORMAL,0.0,0.0
0.401,1498.72,100.5,0.0,NORMAL,0.0,0.0
0.402,1499.15,100.8,0.0,NORMAL,0.0,0.0
0.403,1497.01,99.47,0.0,NORMAL,0.0,0.0
0.404,1501.23,98.32,0.0,NORMAL,0.0,0.0
0.405,1504.49,99.93,0.0,NORMAL,0.0,0.0
0.406,1496.62,100.77,0.0,NORMAL,0.0,0.0
0.407,1500.18,100.77,0.0,NORMAL,0.0,0.0
0.408,1502.59,102.6,0.0,NORMAL,0.0,0.0
0.409,1505.34,99.25,0.0,NORMAL,0.0,0.0
0.41,1504.24,97.88,0.0,NORMAL,0.0,0.0
0.411,1504.36,99.18,0.0,NORMAL,0.0,0.0
0.412,1503.01,99.37,0.0,NORMAL,0.0,0.0
0.413,1505.42,98.79,0.0,NORMAL,0.0,0.0
0.414,1507.3,98.44,0.0,NORMAL,0.0,0.0
0.415,1499.41,99.8,0.0,NORMAL,0.0,0.0
0.416,1507.0,99.9,0.0,NORMAL,0.0,0.0
0.417,1504.79,98.44,0.0,NORMAL,0.0,0.0
0.418,1503.77,98.28,0.0,NORMAL,0.0,0.0
0.419,1498.29,100.55,0.0,NORMAL,0.0,0.0
0.42,1501.74,100.71,0.0,NORMAL,0.0,0.0
0.421,1511.22,98.77,0.0,NORMAL,0.0,0.0
0.422,1504.31,99.74,0.0,NORMAL,0.0,0.0
0.423,1503.36,100.74,0.0,NORMAL,0.0,0.0
0.424,1505.48,100.2,0.0,NORMAL,0.0,0.0
0.425,1504.84,102.34,0.0,NORMAL,0.0,0.0
0.426,1507.66,97.99,0.0,NORMAL,0.0,0.0
0.427,1512.05,97.66,0.0,NORMAL,0.0,0.0
0.428,1505.95,101.08,0.0,NORMAL,0.0,0.0
0.429,1508.36,100.53,0.0,NORMAL,0.0,0.0
0.43,1504.65,99.18,0.0,NORMAL,0.0,0.0
0.431,1512.83,101.63,0.0,NORMAL,0.0,0.0
0.432,1509.01,99.03,0.0,NORMAL,0.0,0.0
0.433,1505.36,100.77,0.0,NORMAL,0.0,0.0
0.434,1511.48,99.73,0.0,NORMAL,0.0,0.0
0.435,1512.51,98.84,0.0,NORMAL,0.0,0.0
0.436,1509.53,99.36,0.0,NORMAL,0.0,0.0
0.437,1504.26,101.76,0.0,NORMAL,0.0,0.0
0.438,1514.65,99.42,0.0,NORMAL,0.0,0.0
0.439,1510.34,102.26,0.0,NORMAL,0.0,0.0
0.44,1513.02,100.23,0.0,NORMAL,0.0,0.0
0.441,1507.95,99.62,0.0,NORMAL,0.0,0.0
0.442,1508.49,98.49,0.0,NORMAL,0.0,0.0
0.443,1510.09,101.01,0.0,NORMAL,0.0,0.0
0.444,1513.16,100.31,0.0,NORMAL,0.0,0.0
0.445,1510.31,99.88,0.0,NORMAL,0.0,0.0
0.446,1506.15,100.15,0.0,NORMAL,0.0,0.0
0.447,1510.74,99.82,0.0,NORMAL,0.0,0.0
